Nom du lieu;Adresse;Code postal;Ville;Latitude;Longitude;Type de parking;Source;Places;PMR;Transport public;Prix;Ouverture;Commentaire;Proprietaire;Lumière;Velo
Aire de covoiturage de Le Gros Chêne;D10, 56460 Sérent;56244;Serent ;47.819795;-2.435421;Aire_covoiturage;56 CD56 Morbihan sur data.gouv.fr;26;;;;;;;;
Aire de covoiturage de Lénunes;3 Rue de Ker Anna, 56400 Sainte-Anne-d'Auray;56263;St Anne D'Auray ;47.703913;-2.955411;Aire_covoiturage;56 CD56 Morbihan sur data.gouv.fr;15;;;;;;;;
Aire de covoiturage de Croix Lann;La Croix de la Lande, 56450 Theix;56251;Theix ;47.613627;-2.614355;Aire_covoiturage;56 CD56 Morbihan sur data.gouv.fr;26;;;;;;;;
Aire de covoiturage de Atlanville;2 Rue Aristide Boucicaut, 56000 Vannes;56260;Vannes ;47.670669;-2.789974;Aire_covoiturage;56 CD56 Morbihan sur data.gouv.fr;45;;;;;;;;
Parking de la Mairie d'Apach;12 Rue nationale;57480;Apach;49.459395;6.374679;Parking;57 CD57 Moselle;;;;;;;;;
Aire de la Place du château;Place du Château;57390;Audun-Le-Tiche;49.4671587;5.955208;Aire_covoiturage;57 CD57 Moselle;;;;;;;;;
Parking Super U Fontoy;RD59A;57650;Fontoy;49.3566732;5.9795541;Aire_covoiturage;57 CD57 Moselle;;;;;;;;;
Aire de Kanfen;36 Rue de Hettange;57330;Kanfen;49.434233;6.111798;Aire_covoiturage;57 CD57 Moselle;;;;;;;;;
Aire D'Ottange;Parc des Fenderies - Rue de Rumelange;3739;Ottange;49.4553817;6.029478;Aire_covoiturage;57 CD57 Moselle;;;;;;;;;
Aire de covoiturage du Buchel;45 Route du Buchel;57100;Thionville;49.356778;6.110775;Aire_covoiturage;57 CD57 Moselle;;;;;;;;;
Parking entrée de ville;29 Rue Stams, 57930 Fénétrange;57930;Fénétrange;48.8474213;7.0188769;Parking;57 Sarrebourg Moselle Sud;20;;;;;;;;
Parking de la Mairie de Héming;Route de Metz;57830;Héming;48.6930972;6.9654639;Parking;57 Sarrebourg Moselle Sud;10;;;;;;;;
Rond-point Rethal;5 D97, 57870 Plaine-de-Walsch;57870;Plaine de Walsch;48.6906722;7.1552917;Parking;57 Sarrebourg Moselle Sud;4;;;;;;;;
Aire de covoiturage Terrasses de la Sarre;Zone Artisanale Les Terrasses De La Sarre;57400;Sarrebourg;48.7185111;7.0478361;Aire_covoiturage;57 Sarrebourg Moselle Sud;15;;;;;;;;
Parking bord de D96;5001F Rue des Verriers, 57870 Troisfontaines;57870;Troisfontaines;48.6778187;7.1286654;Parking;57 Sarrebourg Moselle Sud;20;;;;;;;;
Maison du Bazois;Bois de Seigne ;58110;Alluy;47.043123;3.634832;Parking;58 CD58 Nièvre;4;;;;;;;;
Parking Place Jean Sallonnyer;Place Jean Sallonnyer;58120;Château Chinon Ville;47.063711;3.936076;Parking;58 CD58 Nièvre;3;;;;;;;;
Centre Leclerc;Route de Champvert;58300;Decize;46.835139;3.468727;Supermarket;58 CD58 Nièvre;4;;;;;;;;
Parking du stade Municipal de Gérigny;Pré du Marais Vauban;58130;Guérigny;47.089822;3.193174;Parking;58 CD58 Nièvre;4;;;;;;;;
Place de la Chaume ;RD29-RD137;58380;Lucenay les Aix;46.704412;3.482878;Parking;58 CD58 Nièvre;3;;;;;;;;
Aire de Pouilly sur Loire;D927 Entrée Sud de Pouilly;58150;Pouilly sur Loire;47.271854;2.975678;Aire_covoiturage;58 CD58 Nièvre;10;;;;;;;;
Botanic;vers A77;58640;Varennes Vauzelles;47.032892;3.142779;Supermarket;58 CD58 Nièvre;8;;;;;;;;
Aire de covoiturage Bellevue;1 Domaine de la Bellevue, 59890 Deûlémont;59890;Deulemont;50.7359050653;2.95429593222;Aire_covoiturage;59 Métropole Européenne de Lille;10;1;;;;;;;Oui
Aire de covoiturage 4 Chemins;Route nationale, Les Quatre Chemins, 59134 Herlies;59134;Fournes En Weppes;50.5797129765;2.87477743522;Aire_covoiturage;59 Métropole Européenne de Lille;19;1;;;;;;;Oui
Aire de covoiturage Birchington;401 Route Nationale, 59930 La Chapelle-d'Armentières;59930;La Chapelle D'Armentieres;50.6696197055;2.90537050795;Aire_covoiturage;59 Métropole Européenne de Lille;49;2;;;;;;;Non
Aire de covoiturage Rocheville;24 Rue du Vertuquet, 59960 Neuville-en-Ferrain;59960;Neuville En Ferrain;50.7561291145;3.16390400896;Aire_covoiturage;59 Métropole Européenne de Lille;15;0;;;;;;;Non
Aire de covoiturage Citadelle;1 Chemin de la Citadelle, 59390 Toufflers;59390;Toufflers;50.6660403462;3.22653476683;Aire_covoiturage;59 Métropole Européenne de Lille;10;1;;;;;;;Non
E. Leclerc Lacroix Saint Ouen;Parking hypermarché Zac des Jardins, rue Gabrielle Chanel;60610;Lacroix-Saint-Ouen;49.358357;2.775761;Supermarket;60 CD60 Oise sur data.gouv.fr;;;;;;;;;
Station Total Bois de Lihus;Bois de Lihus;60190;Moyvillers;49.402895;2.625954;Supermarket;60 CD60 Oise sur data.gouv.fr;;;;;;;;;
E.Leclerc Drive Plessis;Centre commercial Les Portes du Valois;60330;Plessis Belleville;49.097212;2.748543;Supermarket;60 CD60 Oise sur data.gouv.fr;;;;;;;;;
Parking Rue du Marechal Leclerc;Rue du Marechal Leclerc;60860;Saint-Omer-En-Chaussée;49.531999;2.002850;Parking;60 CD60 Oise sur data.gouv.fr;;;;;;;;;
Aire des Pâtures d'Argentan;Boulevard Victor Hugo;61200;Argentan;48.7345165;-0.0216827;Aire_covoiturage;61 CD61 Orne;;;Intermodalité Argentan bus Gare SNCF;;;Proximité rond point, Garage Renault, Axe Argentan - Alençon;;;
Aire de covoiturage d'Aube;"Place de la salle des fêtes
Route de Brethel";61270;Aube;48.739541;0.545356;Aire_covoiturage;61 CD61 Orne;;;Intermodalité transport Cap'Orne Ligne 50;;;Axe Argentan l'Aigle D926A;;;
Aire de la Liberté du Bourg Saint Léonard;Le Bourg - Rond point;61310;Bourg St Léonard;48.7611626;0.1055746;Aire_covoiturage;61 CD61 Orne;;;Intermodalité Cap Orne Ligne 43;;;Rond point, direction Fel Chambois, Axe Argentan - L'Aigle;;;
Aire de Canapville;Route de l'église;61120;Canapville;48.9476461;0.2703939;Aire_covoiturage;61 CD61 Orne;;;Intermodalité ;;;Proximité église, Axe Pontchardon - Notre Dame de Courson;;;
Aire de Crouttes;Le Haut de Crouttes;61120;Crouttes;48.9223639;0.140359;Aire_covoiturage;61 CD61 Orne;3;;Non surveillé. Accès direct. Intermodalité Cap Orne;;;Parking mairie, Axe Vimoutiers - Le Renouard;;;
Aire de covoiturage de Crulai;"Place de l'église
Rue de la Mairie
61300 Crulai";61300;Crulai;48.704838;0.665129;Aire_covoiturage;61 CD61 Orne;;;Intermodalité transport Cap'Orne Ligne 60;;;axe L'Aigle Chartres/Nogent le Retrou;;;
Aire de covoiturage d'Echauffour;4 Avenue des Marronniers;61370;Echauffour;48.741853;0.387398;Aire_covoiturage;61 CD61 Orne;;;Intermodalité transport Cap'Orne Ligne 50;;;D932 - Axe Gacé - Moulins la marche - Mortagne;;;
Aire de la Gare d'Ecouché les Vallées;29, avenue du Maréchal Leclerc - Ecouché;61150;Ecouché les Vallées;48.7156431;-0.1209581;Aire_covoiturage;61 CD61 Orne;;;Intermodalité Cap Orne Ligne 31;;;Axe Ecouché - Flers;;;
Aire du Pays D'Argentan (Flunch & Station service);11 Les Vingt Acres;61200;Fontenai-sur-Orne;48.721681;-0.056297;Aire_covoiturage;61 CD61 Orne;;;Parking privéIntermodalité Autoroute A88;;;;;;
Aire de covoiturage de Glos la Ferrière;"68 Rue Grande Rue
Glos-la-Ferrière";61550;La Ferté en Ouche;48.858324;0.601856;Aire_covoiturage;61 CD61 Orne;;;Intermodalité transport Cap'Orne Ligne 51;;;D919 Axe l'aigle Lisieux;;;
Eglise St Barthélémy;2-8 Avenue du Pays d'Ouche;61300;l'Aigle;48.768305;0.633871;Aire_covoiturage;61 CD61 Orne;;;Intermodalité transport Cap'Orne Ligne 50-51-60-61;;;Centre ville, Eglise St barthélémy - Axe l'Aigle - Lisieux/Rugles;;;
Salle des fêtes du Sap en Auge;27, rue Hubert Laniel - Le Sap;61470;Le Sap en Auge;48.891137;0.3393506;Aire_covoiturage;61 CD61 Orne;;;;;;Parking salle des fêtes, Axe Le Sap - Gacé;;;
Aire de covoiturage des Aspres;"Place de la Mairie
Rue du 1ER Octobre 1959";61270;Les Aspres;48.689611;0.602031;Aire_covoiturage;61 CD61 Orne;;;Intermodalité transport Cap'Orne Ligne 61;;;Route L'Aigle Mortange D930;;;
Stade Guy JEAN du Merlerault;21, route de Granville;61240;Merlerault;48.7001636;0.2804005;Aire_covoiturage;61 CD61 Orne;;;Intermodalité proximité A28;;;Parking du stade, Axe Argentan - L'Aigle;;;
Aire de la Potence de Mortrée;Rue de la Potence;61570;Mortrée;48.6397964;0.0829452;Aire_covoiturage;61 CD61 Orne;;;;;;Proximité salle polyvalente et cimetière, Axe Argentan - Alençon;;;
Aire de covoiturage de Moulins la Marche;"Salle des fêtes
6 Rue Jean Gabin";61380;Moulins la Marche;48.651684;0.475552;Aire_covoiturage;61 CD61 Orne;;;Intermodalité transport Cap'Orne Ligne 61;;;D932 / D31 Axe Gacé-Mortagne et L'Aigle-Alençon;;;
Aire la Supérette de Nonant le Pin;35 Grande Rue;61240;Nonant le Pin;48.7065878;0.2203262;Aire_covoiturage;61 CD61 Orne;;;Intermodalité Cap Orne Ligne 40 proximité A28;;;Parking du Cocci Market, Axe Argentan - L'Aigle;;;
Eglise de Rânes;8, rue de la Fées d'Argouges;61150;Rânes;48.6410011;-0.2097335;Aire_covoiturage;61 CD61 Orne;;;Intermodalité Cap Orne Ligne 31;;;Axe Rânes - Flers;;;
Aire de covoiturage St Evroult Notre Dame du Bois;"Etang des Saints Pères
Mont-Deraine";61550;Saint-Evroult-Notre-Dame-du-Bois;48.790138;0.467081;Aire_covoiturage;61 CD61 Orne;;;;;;D13 Axe L'aigle - Gacé;;;
Aire de covoiturage de St Sulpice sur Risle;Parking Cimetière;61300;St Sulpice sur Risle;48.782439;0.658582;Aire_covoiturage;61 CD61 Orne;;;;;;D930 - Axe L'Aigle Rugles;;;
Aire de covoiturage de Ste Gauburge-Ste Colombe;4-6 Rue du Pays d'Auge;61370;Ste Gauburge-Ste Colombe;48.714341;0.43343;Aire_covoiturage;61 CD61 Orne;;;Intermodalité transport Cap'Orne Ligne 50;;;Intersection D926 et D932 - Axe Gacé - Moulins la marche - Mortagne et L'aigle Argentan;;;
Aire du 19 mars 1962;Rue Vital Lenormand - Place du 19 mars 1962;61160;Trun;48.8441748;0.0330668;Aire_covoiturage;61 CD61 Orne;;;Axe Trun - Falaise;;;Axe Trun - Falaise;;;
Parking Maréchal LECLERC;Rue du Maréchal Leclerc;61120;Vimoutiers;48.9294585;0.2021002;Aire_covoiturage;61 CD61 Orne;;;Intermodalité Bus vert Calvados;;;Proximité de la Gendarmerie, Axe Vimoutiers - Lisieux;;;
Aire de covoiturage D’Aire-Sur-La-Lys;Rue des Alliés, 62120 Aire-sur-la-Lys;62014;Aire-Sur-La-Lys;50.6369210000001;2.38999100000007;Aire_covoiturage;62 CD62 Pas-de-Calais;15;;;;;;;;0
Aire de covoiturage de Colembert;111 Route Nationale du Plouy, 62142 Colembert;62022;Alincthun;50.7405550000001;1.80663400000009;Aire_covoiturage;62 CD62 Pas-de-Calais;48;;;;;;;;0
Aire de covoiturage D'Arques;78 Le Ponchel, 62510 Arques;62040;Arques;50.730011;2.33176900000007;Aire_covoiturage;62 CD62 Pas-de-Calais;26;;;;;;;;0
Aire de covoiturage de L'Atrébatie;2 Route nationale, 62690 Aubigny-en-Artois;62045;Aubigny-En-Artois;50.3455050000001;2.58021100000008;Aire_covoiturage;62 CD62 Pas-de-Calais;19;;;;;;;;0
Aire de covoiturage D'Eperlecques;48 Rue de Bleue Maison, 62910 Éperlecques;62297;Eperlecques;50.8212490000001;2.19507500000009;Aire_covoiturage;62 CD62 Pas-de-Calais;53;;;;;;;;5
Aire de covoiturage de Guînes;64 Rue Narcisse Boulanger, 62340 Guines;62397;Guînes;50.8711610000001;1.87215400000008;Aire_covoiturage;62 CD62 Pas-de-Calais;15;;;;;;;;0
Aire de covoiturage D'Haisnes;D841, 62138 Haisnes;62401;Haisnes;50.5217480000001;2.80196200000006;Aire_covoiturage;62 CD62 Pas-de-Calais;48;;;;;;;;0
Aire de covoiturage de Lillers;Rue du Général de Gaulle, 62190 Lillers;62516;Lillers;50.557934;2.46436300000005;Aire_covoiturage;62 CD62 Pas-de-Calais;65;;;;;;;;10
Aire de covoiturage de desvres;12 Rue du Rossignol, 62240 Longfossé;62524;Longfossé;50.6699170000001;1.81800000000004;Aire_covoiturage;62 CD62 Pas-de-Calais;42;;;;;;;;4
Aire de covoiturage de Marck;1051 Avenue François Mitterrand, 62730 Marck;62548;Marck;50.94748;1.96531600000009;Aire_covoiturage;62 CD62 Pas-de-Calais;22;;;;;;;;10
Aire de covoiturage de Marconnelle;D136, 62140 Marconne;62549;Marconne;50.3656720000001;2.02503500000006;Aire_covoiturage;62 CD62 Pas-de-Calais;17;;;;;;;;0
Aire de covoiturage de Noyelles-Sous-Lens;ZA Légère, 87 Rue Jean Monnet, 62221 Noyelles-sous-Lens;62628;Noyelles-Sous-Lens;50.4317610000001;2.86521800000008;Aire_covoiturage;62 CD62 Pas-de-Calais;57;;;;;;;;0
Aire de covoiturage des Escardalles;D77, 62129 Clarques;62691;Saint-Augustin;50.6630650000001;2.26099900000008;Aire_covoiturage;62 CD62 Pas-de-Calais;49;;;;;;;;5
Aire de covoiturage de Saint-Folquin;592 Rue Léon Coustre, 62370 Saint-Folquin;62748;Saint-Folquin;50.9492220000001;2.12638900000007;Aire_covoiturage;62 CD62 Pas-de-Calais;48;;;;;;;;4
Aire de covoiturage de Saint-Martin-D’Hardinghem;D928, 62560 Saint-Martin-d'Hardinghem;62760;Saint-Martin-D'Hardinghem;50.606254;2.10093900000004;Aire_covoiturage;62 CD62 Pas-de-Calais;32;;;;;;;;5
Aire de covoiturage de Samer;352 Avenue Charles de Gaulle, 62830 Samer;62773;Samer;50.635543;1.74256900000006;Aire_covoiturage;62 CD62 Pas-de-Calais;44;;;;;;;;5
Aire de covoiturage du Pays de Lumbres;Route Départementale 942, 62219 Wisques;62794;Setques;50.722833;2.17278200000004;Aire_covoiturage;62 CD62 Pas-de-Calais;84;;;;;;;;6
Aire de covoiturage de Tilques;22 Route Départementale 943, 62500 Tilques;62819;Tilques;50.7784480000001;2.19448300000005;Aire_covoiturage;62 CD62 Pas-de-Calais;46;;;;;;;;4
Aire de covoiturage des deux-Eglises;Rue du Pont d'Oye, 62162 Vieille-Église;62852;Vieille-Église;50.9329660000001;2.05110900000005;Aire_covoiturage;62 CD62 Pas-de-Calais;66;;;;;;;;0
Aire de covoiturage de La Trésorerie;17 D233E3, 62126 Wimille;62894;Wimille;50.7716240000001;1.64813900000007;Aire_covoiturage;62 CD62 Pas-de-Calais;37;;;;;;;;5
Parking Rue St Pierre;5 Rue Saint-Pierre, 63600 Ambert;63600;Ambert;45.5473928441202;3.72872269945114;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Mairie;Le Bourg, 63420 Anzat-le-Luguet;63420;Anzat-Le-Luguet;45.3316137543162;3.0403378102123;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Places du Foirail;21 Place du Foirail, 63420 Ardes;63420;Ardes;45.401132985975;3.12269522463567;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Croisement Route Nationle Et Rue des Usines;2 Rue des Usines, 63220 Arlanc;63220;Arlanc;45.4187747125064;3.72480429577542;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Aire de covoiturage de Bagnols;Mocurade, 63810 Bagnols;63810;Bagnols;45.513899912526;2.59680274376517;Aire_covoiturage;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Rond Point Rue de La Mourette;265 Rue de la Mourette, 63110 Beaumont;63110;Beaumont;45.7494370881263;3.09886023656496;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Salle du Moulin de L'Étang;Avenue de la République, 63160 Billom;63160;Billom;45.7233865856436;3.33254154570273;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Route des Granges;2 Route des Granges, 63760 Bourg-Lastic;63760;Bourg-Lastic;45.6485290274758;2.55811945494835;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking de L'Impasse de La Poste;4 Rue de l'Ailloux, 63500 Brenat;63500;Brenat;45.5518392120943;3.31012804288924;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking du Parc;2 Rue du Grillon, 63118 Cébazat;63118;Cebazat;45.8299911592922;3.09868066858069;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Rue du Stade;26 Rue du Stade, 63200 Cellule;63200;Cellule;45.947514440983;3.14499981551867;Aire_covoiturage;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking covoiturage;8 Chemin Bartin, 63122 Ceyrat;63122;Ceyrat;45.733150876584;3.06894267960231;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Aire de Repos N89;18 Route nationale, 63450 Chanonat;63450;Chanonat;45.7031197231661;3.0462414644503;Aire_covoiturage;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Place de L'Eglise;Le Bourg, 63410 Charbonnières-les-Vieilles;63410;Charbonnieres-Les-Vieilles;45.9950507074858;2.99673035792369;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Boulevard des Etats-Unis;18 Boulevard des États Unis, 63290 Châteldon;63290;Chateldon;45.9784727463882;3.51764025030886;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Place Henri dunant;72 Rue des Liondards, 63000 Clermont-Ferrand;63000;Clermont-Ferrand;45.7618160099823;3.08982784033471;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Place de L'Europe;D122, 63460 Combronde;63460;Combronde;45.9941392262701;3.08776920997585;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Chemin de La Ronzière;1 Chemin de la Ronzière, 63114 Coudes;63114;Coudes;45.6123172880718;3.20974559703795;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Croisement D997 Et 225;D996, 63590 Auzelles;63590;Cunlhat;45.617756166488;3.53352271745285;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking du Chemin du Vigier;2 Avenue de Compains, 63111 Dallet;63111;Dallet;45.7680393937844;3.23950485149046;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Avenue de Pontgibaud;2B Avenue de Pontgibaud, 63830 Durtol;63830;Durtol;45.7985188220997;3.05253816160697;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Place du Pré Madame;1 Rue de la Porte Neuve, 63720 Ennezat;63720;Ennezat;45.8956471679792;3.22406575838443;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking D204;24 route de Sancy, La Miouze, 63740 Gelles;63740;Gelles;45.7616611483906;2.82415556243311;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Aire de covoiturage de Gerzat;9 Rue Jules Guesde, 63360 Gerzat;63360;Gerzat;45.8204872853289;3.14123302158939;Aire_covoiturage;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Rue des Lavandières;21 Route de Saint-Avit, 63620 Giat;63620;Giat;45.8046362271472;2.46833457456593;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Foirail D'Herment;Foirail d'Herment, 63470 Herment;63470;Herment;45.7547978174378;2.5707998300472;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Ibis;4 Avenue du Dr Bienfait, 63500 Issoire;63500;Issoire;45.5514271471401;3.27056882924242;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Rue de La Gare;2 Rue de la Gare, 63350 Joze;63350;Joze;45.8697616921522;3.30210275596811;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Avenue des Etats-Unis;250 Avenue des États Unis, 63150 La Bourboule;63150;La Bourboule;45.590398902657;2.7463438855511;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Setforge Gauvin;Chez Racine, 63650 La Monnerie-le-Montel;63650;La Monnerie-Le-Montel;45.8781015773094;3.62669344515803;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Stade du Lac;Route de Bagnols, 63680 La Tour-d'Auvergne;63680;La Tour-D'Auvergne;45.5329859334755;2.68715921880567;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Stade;1 Boulevard de l'Espérance, 63670 Le Cendre;63670;Le Cendre;45.7134412500051;3.18215860018162;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Rue Alexandre Vialatte;10 Rue Jean Mermoz, 63370 Lempdes;63370;Lempdes;45.770672523703;3.20612638141805;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Ecole Maternelle;Route des Fades, 63770 Les Ancizes-Comps;63770;Les Ancizes-Comps;45.9284412975657;2.80618983158086;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Rond Point D54 D6;D6, 63360 Lussat;63360;Lussat;45.8417636451911;3.21006218957977;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Route des Combrailles;31 Route des Combrailles, 63410 Manzat;63410;Manzat;45.9622326487589;2.93921795055573;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Route de Pérignat;101 Lotissement Chassat, 63115 Mezel;63115;Mezel;45.7493401136846;3.24052564190317;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Croisement D10 Et D229;D10, 63190 Moissat;63190;Moissat;45.7793041975288;3.35821188058286;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Aire de covoiturage de Montcel;D408, 63460 Montcel;63460;Montcel;46.0125231857963;3.0895595650672;Aire_covoiturage;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Casino;6 Allée George Sand, 63240 Le Mont-Dore;63240;Mont-Dore;45.5740050507038;2.80843710173835;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Office de Tourisme;Rue de Jassaguet, 63790 Murol;63790;Murol;45.572824796484;2.94162580599992;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Le Bourg O;29 Rue Mal de Lattre de Tassigny, 63880 Olliergues;63880;Olliergues;45.6760560682315;3.6372024689927;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Rue de La Liberté;9 Rue de la Liberté, 63870 Orcines;63870;Orcines;45.7843423063927;3.01268208042346;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking D149 Face À Sancy Assistance;D149;63113;Picherande;45.4648028191383;2.76726166404745;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Avenue des Frères Lumières;6 Avenue des Frères Lumière, 63430 Pont-du-Château;63430;Pont-Du-Chateau;45.7922058603443;3.2273060764623;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Avenu de Verdun En Face de Clinique Vétérinare;D943;63230;Pontgibaud;45.8336403061244;2.86077888010845;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Avenue Edouard Vaillant;30 Avenue Edouard Vaillant, 63290 Puy-Guillaume;63290;Puy-Guillaume;45.9582052674343;3.47493545921939;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Parmenier;Parmenier, 63160 Reignat;63160;Reignat;45.7513742381447;3.35454242030798;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Croisement Chemin du Maréchal Et N89;6 Chemin du Marchédial, 63210 Rochefort-Montagne;63210;Rochefort-Montagne;45.6852382823046;2.80103690017662;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Croisement D421 Et D2009;D2009;63200;Saint-Bonnet-Pres-Riom;45.9239458034286;3.14122707988553;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking 1 Rue des Jardins;4 Rue des Jardins, 63520 Saint-Dier-d'Auvergne;63520;Saint-Dier-D'Auvergne;45.6760382424711;3.48238931848866;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking du Rond Point, Bazarland;Rue Jean Moulin, 63700 Saint-Éloy-les-Mines;63700;Saint-Eloy-Les-Mines;46.1588356296838;2.83595503172283;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Route de La Moreno;6 Route de la Moreno, 63122 Saint-Gènes-Champanelle;63122;Saint-Genes-Champanelle;45.7412075295574;2.96476068553468;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Place de Villeréal;Place de l'Église, 63780 Saint-Georges-de-Mons;63780;Saint-Georges-De-Mons;45.9392144963269;2.83914029072035;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Lotissement Za des Coustilles;Zone Artisanale Coustilles, 63340 Saint-Germain-Lembron;63340;Saint-Germain-Lembron;45.4614218799387;3.25631316443779;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking de La D999;La Plantade, 63630 Saint-Germain-l'Herm;63630;Saint-Germain-L'Herm;45.4597504137845;3.54365339274074;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Place de La Liberté;Rue Etienne Maison, 63390 Saint-Gervais-d'Auvergne;63390;Saint-Gervais-D'Auvergne;46.029435382559;2.82020590785736;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Rue des Massagettes;33 Massagettes, 63210 Saint-Pierre-Roche;63210;Saint-Pierre-Roche;45.7350871217242;2.81327605631768;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Les Perties;Les Perties, 63950 Saint-Sauves-d'Auvergne;63950;Saint-Sauves-D'Auvergne;45.6081975413225;2.68546592005895;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Rue du Champ de Foire;Rue du Champ de Foire, 63690 Tauves;63690;Tauves;45.5598293119399;2.62438185756242;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking Hotel Restaurant;Doré, 63480 Vertolaye;63480;Vertolaye;45.6450494247496;3.70467363366759;Parking;63 CD63 Puy-de-dôme sur data.gouv.fr;;;;;;;;;
Parking sortie Bordaberria;A64 Sortie 3 Bordaberria;64240;Briscous;43.4505542;-1.3343304;Gare_peage;64 CD64 Pyrénées Atlantiques;;;;;;;CD 64;;
Aire du Béarn Vert et Or Sortie Thezé;chemin de la poudge RD834;64450;Miossens-Lanusse;43.469140;-0.320549;Gare_peage;64 CD64 Pyrénées Atlantiques;;;;;;;CD 64;;
